concept_name,concept_code,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,target_concept_id,relationship_id,reverese_relationship_id,concept_name_con,domain_id,vocab_id,concept_class_id,standard
CRANIOTOMY WITH IMPLANT OF CHEMO AGENT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS,CRANIOTOMY WITH IMPLANT OF CHEMO AGENT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS,2000020229,mimiciv_obs_drgcodes,Observation,MS-DRG,38000905,Maps to,Mapped from,,,,,
CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS,2000020230,mimiciv_obs_drgcodes,Observation,MS-DRG,38000906,Maps to,Mapped from,,,,,
CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,2000020231,mimiciv_obs_drgcodes,Observation,MS-DRG,38000905,Maps to,Mapped from,,,,,
CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,2000020232,mimiciv_obs_drgcodes,Observation,MS-DRG,38000906,Maps to,Mapped from,,,,,
"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC","D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",2000020233,mimiciv_obs_drgcodes,Observation,MS-DRG,38001470,Maps to,Mapped from,,,,,
"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC","D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",2000020234,mimiciv_obs_drgcodes,Observation,MS-DRG,38001471,Maps to,Mapped from,,,,,
DEEP VEIN THROMBOPHLEBITIS W CC/MCC,DEEP VEIN THROMBOPHLEBITIS W CC/MCC,2000020235,mimiciv_obs_drgcodes,Observation,MS-DRG,38001122,Maps to,Mapped from,,,,,
DEGENERATIVE NERVOUS SYSTEM DISORDERS,DEGENERATIVE NERVOUS SYSTEM DISORDERS,2000020236,mimiciv_obs_drgcodes,Observation,MS-DRG,38000930,Maps to,Mapped from,,,,,
DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,2000020237,mimiciv_obs_drgcodes,Observation,MS-DRG,38000929,Maps to,Mapped from,,,,,
DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,2000020238,mimiciv_obs_drgcodes,Observation,MS-DRG,38000930,Maps to,Mapped from,,,,,
DENTAL EXTRACTIONS & RESTORATIONS,DENTAL EXTRACTIONS & RESTORATIONS,2000020239,mimiciv_obs_drgcodes,Observation,MS-DRG,38001014,Maps to,Mapped from,,,,,
DENTAL & ORAL DISEASES W CC,DENTAL & ORAL DISEASES W CC,2000020240,mimiciv_obs_drgcodes,Observation,MS-DRG,38001013,Maps to,Mapped from,,,,,
DENTAL & ORAL DISEASES W MCC,DENTAL & ORAL DISEASES W MCC,2000020241,mimiciv_obs_drgcodes,Observation,MS-DRG,38001012,Maps to,Mapped from,,,,,
DENTAL & ORAL DISEASES W/O CC/MCC,DENTAL & ORAL DISEASES W/O CC/MCC,2000020242,mimiciv_obs_drgcodes,Observation,MS-DRG,38001014,Maps to,Mapped from,,,,,
DENTAL & ORAL DIS EXCEPT EXTRACTIONS & RESTORATIONS AGE >17,DENTAL & ORAL DIS EXCEPT EXTRACTIONS & RESTORATIONS AGE >17,2000020243,mimiciv_obs_drgcodes,Observation,MS-DRG,38001012,Maps to,Mapped from,,,,,
Diabetes,Diabetes,2000020244,mimiciv_obs_drgcodes,Observation,MS-DRG,45879799,Maps to,Mapped from,Diabetes,Meas Value,LOINC,Answer,S
DIABETES W CC,DIABETES W CC,2000020245,mimiciv_obs_drgcodes,Observation,MS-DRG,38001388,Maps to,Mapped from,,,,,
DIABETES W MCC,DIABETES W MCC,2000020246,mimiciv_obs_drgcodes,Observation,MS-DRG,38001387,Maps to,Mapped from,,,,,
DIABETES W/O CC/MCC,DIABETES W/O CC/MCC,2000020247,mimiciv_obs_drgcodes,Observation,MS-DRG,38001389,Maps to,Mapped from,,,,,
DIGESTIVE MALIGNANCY W CC,DIGESTIVE MALIGNANCY W CC,2000020248,mimiciv_obs_drgcodes,Observation,MS-DRG,38001185,Maps to,Mapped from,,,,,
ASIAN,ASIAN,2000001403,mimiciv_per_ethnicity,Race,Race,8515,Maps to,Mapped from,Asian,Race,Race,Race,S
"DIGESTIVE MALIGNANCY WITH COMPLICATIONS, COMORBIDITIES","DIGESTIVE MALIGNANCY WITH COMPLICATIONS, COMORBIDITIES",2000020249,mimiciv_obs_drgcodes,Observation,MS-DRG,38001184,Maps to,Mapped from,,,,,
DIGESTIVE MALIGNANCY W MCC,DIGESTIVE MALIGNANCY W MCC,2000020250,mimiciv_obs_drgcodes,Observation,MS-DRG,38001184,Maps to,Mapped from,,,,,
DIGESTIVE MALIGNANCY W/O CC/MCC,DIGESTIVE MALIGNANCY W/O CC/MCC,2000020251,mimiciv_obs_drgcodes,Observation,MS-DRG,38001186,Maps to,Mapped from,,,,,
DISEQUILIBRIUM,DISEQUILIBRIUM,2000020252,mimiciv_obs_drgcodes,Observation,MS-DRG,38001001,Maps to,Mapped from,,,,,
"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC","DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",2000020253,mimiciv_obs_drgcodes,Observation,MS-DRG,38001237,Maps to,Mapped from,,,,,
"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC","DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",2000020254,mimiciv_obs_drgcodes,Observation,MS-DRG,38001236,Maps to,Mapped from,,,,,
"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC","DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC",2000020255,mimiciv_obs_drgcodes,Observation,MS-DRG,38001238,Maps to,Mapped from,,,,,
"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS, ALCOHOLIC HEPATITIS WITH COMPLICATIONS, COMORBIDITIES","DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS, ALCOHOLIC HEPATITIS WITH COMPLICATIONS, COMORBIDITIES",2000020256,mimiciv_obs_drgcodes,Observation,MS-DRG,38001236,Maps to,Mapped from,,,,,
"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS, ALCOHOLIC HEPATITIS WITHOUT COMPLICATIONS, COMORBIDITIES","DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS, ALCOHOLIC HEPATITIS WITHOUT COMPLICATIONS, COMORBIDITIES",2000020257,mimiciv_obs_drgcodes,Observation,MS-DRG,38001238,Maps to,Mapped from,,,,,
DISORDERS OF PANCREAS EXCEPT MALIGNANCY,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,2000020258,mimiciv_obs_drgcodes,Observation,MS-DRG,38001235,Maps to,Mapped from,,,,,
DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,2000020259,mimiciv_obs_drgcodes,Observation,MS-DRG,38001234,Maps to,Mapped from,,,,,
DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,2000020260,mimiciv_obs_drgcodes,Observation,MS-DRG,38001233,Maps to,Mapped from,,,,,
DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,2000020261,mimiciv_obs_drgcodes,Observation,MS-DRG,38001235,Maps to,Mapped from,,,,,
Disorders of Personality & Impulse Control,Disorders of Personality & Impulse Control,2000020262,mimiciv_obs_drgcodes,Observation,MS-DRG,38001570,Maps to,Mapped from,,,,,
DISORDERS OF PERSONALITY & IMPULSE CONTROL,DISORDERS OF PERSONALITY & IMPULSE CONTROL,2000020263,mimiciv_obs_drgcodes,Observation,MS-DRG,38001570,Maps to,Mapped from,,,,,
DISORDERS OF THE BILIARY TRACT W CC,DISORDERS OF THE BILIARY TRACT W CC,2000020264,mimiciv_obs_drgcodes,Observation,MS-DRG,38001240,Maps to,Mapped from,,,,,
"DISORDERS OF THE BILIARY TRACT WITH COMPLICATIONS, COMORBIDITIES","DISORDERS OF THE BILIARY TRACT WITH COMPLICATIONS, COMORBIDITIES",2000020265,mimiciv_obs_drgcodes,Observation,MS-DRG,38001239,Maps to,Mapped from,,,,,
"DISORDERS OF THE BILIARY TRACT WITHOUT COMPLICATIONS, COMORBIDITIES","DISORDERS OF THE BILIARY TRACT WITHOUT COMPLICATIONS, COMORBIDITIES",2000020266,mimiciv_obs_drgcodes,Observation,MS-DRG,38001241,Maps to,Mapped from,,,,,
DISORDERS OF THE BILIARY TRACT W MCC,DISORDERS OF THE BILIARY TRACT W MCC,2000020267,mimiciv_obs_drgcodes,Observation,MS-DRG,38001239,Maps to,Mapped from,,,,,
DISORDERS OF THE BILIARY TRACT W/O CC/MCC,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,2000020268,mimiciv_obs_drgcodes,Observation,MS-DRG,38001241,Maps to,Mapped from,,,,,
DYSEQUILIBRIUM,DYSEQUILIBRIUM,2000020269,mimiciv_obs_drgcodes,Observation,MS-DRG,38001001,Maps to,Mapped from,,,,,
"EAR, NOSE, MOUTH & THROAT MALIGNANCY","EAR, NOSE, MOUTH & THROAT MALIGNANCY",2000020270,mimiciv_obs_drgcodes,Observation,MS-DRG,38001000,Maps to,Mapped from,,,,,
"EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC","EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",2000020271,mimiciv_obs_drgcodes,Observation,MS-DRG,38000999,Maps to,Mapped from,,,,,
"EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC","EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",2000020272,mimiciv_obs_drgcodes,Observation,MS-DRG,38000998,Maps to,Mapped from,,,,,
"EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC","EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",2000020273,mimiciv_obs_drgcodes,Observation,MS-DRG,38001000,Maps to,Mapped from,,,,,
"ECMO OR TRACHEOSTOMY WITH MECHANICAL VENTILATION 96+ HOURS OR PRINCIPAL DIAGNOSES EXCEPT FACE, MOUTH AND NECK DIAGNOSES WITH MAJOR OPERATING ROOM PROCEDURE","ECMO OR TRACHEOSTOMY WITH MECHANICAL VENTILATION 96+ HOURS OR PRINCIPAL DIAGNOSES EXCEPT FACE, MOUTH AND NECK DIAGNOSES WITH MAJOR OPERATING ROOM PROCEDURE",2000020274,mimiciv_obs_drgcodes,Observation,MS-DRG,38000889,Maps to,Mapped from,,,,,
"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.","ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",2000020275,mimiciv_obs_drgcodes,Observation,MS-DRG,38000889,Maps to,Mapped from,,,,,
ECTOPIC PREGNANCY,ECTOPIC PREGNANCY,2000020276,mimiciv_obs_drgcodes,Observation,MS-DRG,38001494,Maps to,Mapped from,,,,,
ENDOCRINE DISORDERS W CC,ENDOCRINE DISORDERS W CC,2000020277,mimiciv_obs_drgcodes,Observation,MS-DRG,38001394,Maps to,Mapped from,,,,,
ENDOCRINE DISORDERS W MCC,ENDOCRINE DISORDERS W MCC,2000020278,mimiciv_obs_drgcodes,Observation,MS-DRG,38001393,Maps to,Mapped from,,,,,
ENDOCRINE DISORDERS W/O CC/MCC,ENDOCRINE DISORDERS W/O CC/MCC,2000020279,mimiciv_obs_drgcodes,Observation,MS-DRG,38001395,Maps to,Mapped from,,,,,
EPIGLOTTITIS,EPIGLOTTITIS,2000020280,mimiciv_obs_drgcodes,Observation,MS-DRG,38001004,Maps to,Mapped from,,,,,
EPISTAXIS W MCC,EPISTAXIS W MCC,2000020282,mimiciv_obs_drgcodes,Observation,MS-DRG,38001002,Maps to,Mapped from,,,,,
EPISTAXIS W/O MCC,EPISTAXIS W/O MCC,2000020283,mimiciv_obs_drgcodes,Observation,MS-DRG,38001003,Maps to,Mapped from,,,,,
"ESOPHAGITIS, GASTROENTERITIS, & MISCELLANEOUS DIGESTIVE DISORDERS AGE 0-17","ESOPHAGITIS, GASTROENTERITIS, & MISCELLANEOUS DIGESTIVE DISORDERS AGE 0-17",2000020284,mimiciv_obs_drgcodes,Observation,MS-DRG,38001202,Maps to,Mapped from,,,,,
"ESOPHAGITIS, GASTROENTERITIS, & MISCELLANEOUS DIGESTIVE DISORDERS AGE >17 WITH COMPLICATIONS, COMORBIDITIES","ESOPHAGITIS, GASTROENTERITIS, & MISCELLANEOUS DIGESTIVE DISORDERS AGE >17 WITH COMPLICATIONS, COMORBIDITIES",2000020285,mimiciv_obs_drgcodes,Observation,MS-DRG,38001201,Maps to,Mapped from,,,,,
"ESOPHAGITIS, GASTROENTERITIS, & MISCELLANEOUS DIGESTIVE DISORDERS AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","ESOPHAGITIS, GASTROENTERITIS, & MISCELLANEOUS DIGESTIVE DISORDERS AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",2000020286,mimiciv_obs_drgcodes,Observation,MS-DRG,38001202,Maps to,Mapped from,,,,,
"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC","ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",2000020287,mimiciv_obs_drgcodes,Observation,MS-DRG,38001201,Maps to,Mapped from,,,,,
"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC","ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",2000020288,mimiciv_obs_drgcodes,Observation,MS-DRG,38001202,Maps to,Mapped from,,,,,
EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2000020289,mimiciv_obs_drgcodes,Observation,MS-DRG,38001630,Maps to,Mapped from,,,,,
EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,2000020290,mimiciv_obs_drgcodes,Observation,MS-DRG,38001629,Maps to,Mapped from,,,,,
EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,2000020291,mimiciv_obs_drgcodes,Observation,MS-DRG,38001631,Maps to,Mapped from,,,,,
EXTRACRANIAL PROCEDURES W CC,EXTRACRANIAL PROCEDURES W CC,2000020292,mimiciv_obs_drgcodes,Observation,MS-DRG,38000920,Maps to,Mapped from,,,,,
EXTRACRANIAL PROCEDURES W MCC,EXTRACRANIAL PROCEDURES W MCC,2000020293,mimiciv_obs_drgcodes,Observation,MS-DRG,38000919,Maps to,Mapped from,,,,,
EXTRACRANIAL PROCEDURES W/O CC/MCC,EXTRACRANIAL PROCEDURES W/O CC/MCC,2000020294,mimiciv_obs_drgcodes,Observation,MS-DRG,38000921,Maps to,Mapped from,,,,,
EXTRACRANIAL VASCULAR PROCEDURES WITH CC,EXTRACRANIAL VASCULAR PROCEDURES WITH CC,2000020295,mimiciv_obs_drgcodes,Observation,MS-DRG,38000919,Maps to,Mapped from,,,,,
EXTRACRANIAL VASCULAR PROCEDURES WITHOUT CC,EXTRACRANIAL VASCULAR PROCEDURES WITHOUT CC,2000020296,mimiciv_obs_drgcodes,Observation,MS-DRG,38000921,Maps to,Mapped from,,,,,
EXTRAOCULAR PROCEDURES EXCEPT ORBIT,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,2000020297,mimiciv_obs_drgcodes,Observation,MS-DRG,38000979,Maps to,Mapped from,,,,,
EXTRAOCULAR PROCEDURES EXCEPT ORBIT AGE >17,EXTRAOCULAR PROCEDURES EXCEPT ORBIT AGE >17,2000020298,mimiciv_obs_drgcodes,Observation,MS-DRG,38000979,Maps to,Mapped from,,,,,
"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",2000020299,mimiciv_obs_drgcodes,Observation,MS-DRG,38001501,Maps to,Mapped from,,,,,
Female Reproductive System Reconstructive Procedures,Female Reproductive System Reconstructive Procedures,2000020300,mimiciv_obs_drgcodes,Observation,MS-DRG,38001474,Maps to,Mapped from,,,,,
FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,2000020301,mimiciv_obs_drgcodes,Observation,MS-DRG,38001474,Maps to,Mapped from,,,,,
Fever,Fever,2000020302,mimiciv_obs_drgcodes,Observation,MS-DRG,38001557,Maps to,Mapped from,,,,,
FEVER,FEVER,2000020303,mimiciv_obs_drgcodes,Observation,MS-DRG,38001557,Maps to,Mapped from,,,,,
FOOT PROCEDURES W CC,FOOT PROCEDURES W CC,2000020304,mimiciv_obs_drgcodes,Observation,MS-DRG,38001293,Maps to,Mapped from,,,,,
FOOT PROCEDURES W MCC,FOOT PROCEDURES W MCC,2000020305,mimiciv_obs_drgcodes,Observation,MS-DRG,38001292,Maps to,Mapped from,,,,,
FOOT PROCEDURES W/O CC/MCC,FOOT PROCEDURES W/O CC/MCC,2000020306,mimiciv_obs_drgcodes,Observation,MS-DRG,38001294,Maps to,Mapped from,,,,,
FRACTURES OF FEMUR W MCC,FRACTURES OF FEMUR W MCC,2000020307,mimiciv_obs_drgcodes,Observation,MS-DRG,38001307,Maps to,Mapped from,,,,,
FRACTURES OF FEMUR W/O MCC,FRACTURES OF FEMUR W/O MCC,2000020308,mimiciv_obs_drgcodes,Observation,MS-DRG,38001308,Maps to,Mapped from,,,,,
FRACTURES OF HIP & PELVIS W MCC,FRACTURES OF HIP & PELVIS W MCC,2000020309,mimiciv_obs_drgcodes,Observation,MS-DRG,38001309,Maps to,Mapped from,,,,,
FRACTURES OF HIP & PELVIS W/O MCC,FRACTURES OF HIP & PELVIS W/O MCC,2000020310,mimiciv_obs_drgcodes,Observation,MS-DRG,38001310,Maps to,Mapped from,,,,,
FULL TERM NEONATE W MAJOR PROBLEMS,FULL TERM NEONATE W MAJOR PROBLEMS,2000020311,mimiciv_obs_drgcodes,Observation,MS-DRG,38001504,Maps to,Mapped from,,,,,
"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC","FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",2000020312,mimiciv_obs_drgcodes,Observation,MS-DRG,38001336,Maps to,Mapped from,,,,,
"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC","FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",2000020313,mimiciv_obs_drgcodes,Observation,MS-DRG,38001337,Maps to,Mapped from,,,,,
"GASTROINTESTINAL HEMORRHAGE WITH COMPLICATIONS, COMORBIDITIES","GASTROINTESTINAL HEMORRHAGE WITH COMPLICATIONS, COMORBIDITIES",2000020314,mimiciv_obs_drgcodes,Observation,MS-DRG,38001187,Maps to,Mapped from,,,,,
"GASTROINTESTINAL HEMORRHAGE WITHOUT COMPLICATIONS, COMORBIDITIES","GASTROINTESTINAL HEMORRHAGE WITHOUT COMPLICATIONS, COMORBIDITIES",2000020315,mimiciv_obs_drgcodes,Observation,MS-DRG,38001189,Maps to,Mapped from,,,,,
"GASTROINTESTINAL OBSTRUCTION WITH COMPLICATIONS, COMORBIDITIES","GASTROINTESTINAL OBSTRUCTION WITH COMPLICATIONS, COMORBIDITIES",2000020316,mimiciv_obs_drgcodes,Observation,MS-DRG,38001198,Maps to,Mapped from,,,,,
G.I. HEMORRHAGE W CC,G.I. HEMORRHAGE W CC,2000020317,mimiciv_obs_drgcodes,Observation,MS-DRG,38001188,Maps to,Mapped from,,,,,
G.I. HEMORRHAGE W MCC,G.I. HEMORRHAGE W MCC,2000020318,mimiciv_obs_drgcodes,Observation,MS-DRG,38001187,Maps to,Mapped from,,,,,
G.I. HEMORRHAGE W/O CC/MCC,G.I. HEMORRHAGE W/O CC/MCC,2000020319,mimiciv_obs_drgcodes,Observation,MS-DRG,38001189,Maps to,Mapped from,,,,,
G.I. OBSTRUCTION W CC,G.I. OBSTRUCTION W CC,2000020320,mimiciv_obs_drgcodes,Observation,MS-DRG,38001199,Maps to,Mapped from,,,,,
G.I. OBSTRUCTION W MCC,G.I. OBSTRUCTION W MCC,2000020321,mimiciv_obs_drgcodes,Observation,MS-DRG,38001198,Maps to,Mapped from,,,,,
G.I. OBSTRUCTION W/O CC/MCC,G.I. OBSTRUCTION W/O CC/MCC,2000020322,mimiciv_obs_drgcodes,Observation,MS-DRG,38001200,Maps to,Mapped from,,,,,
"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC","HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",2000020323,mimiciv_obs_drgcodes,Observation,MS-DRG,38001302,Maps to,Mapped from,,,,,
HAND PROCEDURES FOR INJURIES,HAND PROCEDURES FOR INJURIES,2000020324,mimiciv_obs_drgcodes,Observation,MS-DRG,38001584,Maps to,Mapped from,,,,,
HEADACHES W MCC,HEADACHES W MCC,2000020325,mimiciv_obs_drgcodes,Observation,MS-DRG,38000975,Maps to,Mapped from,,,,,
HEADACHES W/O MCC,HEADACHES W/O MCC,2000020326,mimiciv_obs_drgcodes,Observation,MS-DRG,38000976,Maps to,Mapped from,,,,,
HEART ASSIST SYSTEM IMPLANT,HEART ASSIST SYSTEM IMPLANT,2000020327,mimiciv_obs_drgcodes,Observation,MS-DRG,38001055,Maps to,Mapped from,,,,,
Heart Failure,Heart Failure,2000020328,mimiciv_obs_drgcodes,Observation,MS-DRG,316139,Maps to,Mapped from,Heart failure,Condition,SNOMED,Clinical Finding,S
HEART FAILURE & SHOCK,HEART FAILURE & SHOCK,2000020329,mimiciv_obs_drgcodes,Observation,MS-DRG,38001121,Maps to,Mapped from,,,,,
HEART FAILURE & SHOCK W CC,HEART FAILURE & SHOCK W CC,2000020330,mimiciv_obs_drgcodes,Observation,MS-DRG,38001120,Maps to,Mapped from,,,,,
HEART FAILURE & SHOCK W MCC,HEART FAILURE & SHOCK W MCC,2000020331,mimiciv_obs_drgcodes,Observation,MS-DRG,38001119,Maps to,Mapped from,,,,,
HEART FAILURE & SHOCK W/O CC/MCC,HEART FAILURE & SHOCK W/O CC/MCC,2000020332,mimiciv_obs_drgcodes,Observation,MS-DRG,38001121,Maps to,Mapped from,,,,,
HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM,2000020333,mimiciv_obs_drgcodes,Observation,MS-DRG,38000888,Maps to,Mapped from,,,,,
HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,2000020334,mimiciv_obs_drgcodes,Observation,MS-DRG,38000887,Maps to,Mapped from,,,,,
HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR MALIGNANCY,HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR MALIGNANCY,2000020335,mimiciv_obs_drgcodes,Observation,MS-DRG,38001221,Maps to,Mapped from,,,,,
HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR NON-MALIGNANCY,HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR NON-MALIGNANCY,2000020336,mimiciv_obs_drgcodes,Observation,MS-DRG,38001223,Maps to,Mapped from,,,,,
HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,2000020337,mimiciv_obs_drgcodes,Observation,MS-DRG,38001222,Maps to,Mapped from,,,,,
HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,2000020338,mimiciv_obs_drgcodes,Observation,MS-DRG,38001221,Maps to,Mapped from,,,,,
"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL AGE >17 WITH COMPLICATIONS, COMORBIDITIES","HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL AGE >17 WITH COMPLICATIONS, COMORBIDITIES",2000020339,mimiciv_obs_drgcodes,Observation,MS-DRG,38001173,Maps to,Mapped from,,,,,
"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",2000020340,mimiciv_obs_drgcodes,Observation,MS-DRG,38001174,Maps to,Mapped from,,,,,
HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,2000020341,mimiciv_obs_drgcodes,Observation,MS-DRG,38001173,Maps to,Mapped from,,,,,
HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,2000020342,mimiciv_obs_drgcodes,Observation,MS-DRG,38001172,Maps to,Mapped from,,,,,
HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,2000020343,mimiciv_obs_drgcodes,Observation,MS-DRG,38001174,Maps to,Mapped from,,,,,
"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 WITH COMPLICATIONS, COMORBIDITIES","HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 WITH COMPLICATIONS, COMORBIDITIES",2000020344,mimiciv_obs_drgcodes,Observation,MS-DRG,38001269,Maps to,Mapped from,,,,,
"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",2000020345,mimiciv_obs_drgcodes,Observation,MS-DRG,38001270,Maps to,Mapped from,,,,,
HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,2000020346,mimiciv_obs_drgcodes,Observation,MS-DRG,38001270,Maps to,Mapped from,,,,,
HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2000020347,mimiciv_obs_drgcodes,Observation,MS-DRG,38001269,Maps to,Mapped from,,,,,
